1296031,184.64.34.23,48464,2519
1296031,184.64.34.23,56307,80
1296031,146.8.192.218,63455,443
1296031,184.64.34.23,54417,443
1296032,184.64.34.23,64512,3389
1296032,184.64.34.23,62832,2137
1296032,184.64.34.23,57618,4527
1296032,184.64.34.23,59924,80
1296032,184.64.34.23,51427,4338
1296033,126.13.190.133,41791,1305
1296033,150.15.61.132,49866,2523
1296033,184.64.34.23,59706,3389
1296033,147.13.186.130,52254,443
1296034,115.15.144.20,43887,80
1296034,130.18.219.226,56027,80
1296034,184.64.34.23,43515,3389
1296034,139.16.115.217,46483,3332
1296034,138.7.192.181,43273,80
1296035,119.43.23.54,49075,3389
1296035,111.10.170.110,59326,3389
1296035,130.10.149.125,58713,443
1296036,160.7.33.239,58405,443
1296036,168.17.213.97,40067,1540
1296036,128.18.185.119,48455,5000
1296036,169.17.150.154,49431,3389
1296036,184.64.34.23,49194,3389
1296037,184.64.34.23,50993,443
1296037,153.19.99.240,42081,3389
1296037,184.64.34.23,63975,3389
1296037,184.64.34.23,61201,3389
1296037,184.64.34.23,43129,443
1296038,182.3.53.230,47947,4963
1296038,184.64.34.23,57927,443
1296038,158.18.9.90,48636,3389
1296038,153.20.163.98,40068,443
1296039,184.64.34.23,44026,443
1296039,138.13.156.242,55615,443
1296039,184.64.34.23,47402,80
1296039,153.4.42.50,57638,443
1296039,184.64.34.23,46881,443
1296039,116.14.109.192,45133,5337
1296039,184.64.34.23,44127,3389
1296040,184.64.34.23,43902,2201
1296040,112.6.44.68,49508,80
1296040,121.7.201.38,54814,1102
1296040,184.64.34.23,42501,443
1296040,184.64.34.23,55182,3115
1296040,184.64.34.23,56976,443
1296040,184.64.34.23,50583,443
1296040,184.64.34.23,58976,443
1296041,184.64.34.23,57611,3731
1296041,184.64.34.23,50397,4098
1296041,184.64.34.23,59168,443
1296041,157.20.6.33,54385,443
1296041,184.64.34.23,61043,3389
1296041,184.64.34.23,54197,80
1296042,184.64.34.23,49024,443
1296042,184.64.34.23,41005,80
1296042,137.11.154.80,44837,80
1296043,184.64.34.23,44016,80
1296043,111.10.151.159,64607,80
1296043,184.64.34.23,46970,3389
1296043,184.64.34.23,55023,443
1296043,184.64.34.23,60596,3389
1296043,184.64.34.23,53723,3389
1296043,122.18.32.98,50590,4842
1296044,184.64.34.23,43942,2324
1296044,184.64.34.23,49377,443
1296044,184.64.34.23,52953,80
1296044,184.64.34.23,44394,4795
1296045,134.20.201.77,44090,443
1296045,184.64.34.23,58591,3389
1296045,149.17.38.200,51801,4604
1296045,160.10.224.230,54715,443
1296045,184.64.34.23,62441,443
1296046,184.64.34.23,53366,80
1296046,184.64.34.23,54244,443
1296046,164.7.179.85,53362,3389
1296046,184.64.34.23,64458,443
1296046,124.5.97.168,43893,1279
1296046,184.64.34.23,58113,1054
1296046,184.64.34.23,53075,1243
1296046,170.5.109.93,40702,3389
1296047,184.64.34.23,58229,443
1296047,184.64.34.23,54136,443
1296047,125.15.87.201,41366,443
1296047,184.64.34.23,57005,5389
1296047,184.64.34.23,42159,3389
1296048,184.64.34.23,54657,3389
1296048,116.12.127.217,45936,3389
1296048,184.64.34.23,49071,443
1296048,161.7.245.172,47858,3389
1296048,116.15.79.194,53811,3389
1296049,184.64.34.23,56168,3389
1296049,184.64.34.23,46683,3389
1296049,184.64.34.23,57872,443
1296049,147.11.178.225,55008,3389
1296049,129.10.15.62,40854,443
1296050,134.5.213.34,48009,3959
1296050,182.3.53.230,62802,443
1296050,164.8.237.45,57660,443
1296050,142.16.84.241,41127,2386
1296051,163.4.126.59,50087,443
1296051,126.6.73.134,56162,3389
1296051,160.17.2.219,49916,443
1296051,184.64.34.23,57118,2635
1296052,184.64.34.23,40813,3389
1296052,182.3.53.230,61613,1112
1296052,112.6.218.38,63752,443
1296052,184.64.34.23,56875,1600
1296052,184.64.34.23,52289,3748
1296052,182.3.53.230,61499,5181
1296052,184.64.34.23,54099,3389
1296053,161.11.32.134,62223,3389
1296053,184.64.34.23,64011,3389
1296053,184.64.34.23,47986,80
1296053,184.64.34.23,57143,3356
1296053,130.11.55.228,48185,3389
1296053,184.64.34.23,58162,3389
1296054,169.17.201.209,57355,80
1296054,141.6.98.67,50589,3295
1296054,184.64.34.23,62183,3389
1296054,165.18.166.102,61244,4235
1296055,129.15.208.207,56737,80
1296055,184.64.34.23,63692,3389
1296055,184.64.34.23,60444,80
1296055,184.64.34.23,60030,80
1296055,121.10.131.21,62189,443
1296055,184.64.34.23,46705,4069
1296055,135.5.242.91,48873,3389
1296056,113.5.58.47,46431,443
1296056,133.8.104.17,44662,80
1296056,148.12.110.225,51026,3389
1296056,184.64.34.23,43646,4038
1296057,141.6.167.186,61699,443
1296057,184.64.34.23,43499,3389
1296057,157.17.50.88,53745,3389
1296057,184.64.34.23,64118,3389
1296057,184.64.34.23,48849,80
1296058,184.64.34.23,56269,3952
1296058,133.18.145.153,56041,5258
1296058,184.64.34.23,51767,3946
1296058,184.64.34.23,44162,80
1296059,184.64.34.23,41796,80
1296059,184.64.34.23,43607,4584
1296059,112.8.55.139,59783,80
1296059,184.64.34.23,58322,80
1296060,184.64.34.23,63862,80
1296060,184.64.34.23,42489,3243
1296060,184.64.34.23,56039,80
1296060,139.19.162.219,47066,80
1296060,184.64.34.23,53654,4203
1296060,138.16.53.66,62997,3389
1296060,184.64.34.23,62276,3892
1296060,184.64.34.23,64042,3389
1296060,184.64.34.23,48563,80
1296061,155.13.92.117,63366,3389
1296061,112.11.215.104,43898,80
1296061,122.16.223.174,41988,443
1296061,184.64.34.23,56604,4137
1296062,143.16.62.95,56024,443
1296062,184.64.34.23,55976,443
1296062,184.64.34.23,47005,1429
1296062,184.64.34.23,47185,80
1296062,184.64.34.23,51651,80
1296063,184.64.34.23,57936,443
1296063,184.64.34.23,59927,443
1296063,184.64.34.23,46537,3389
1296063,184.64.34.23,47251,443
1296064,184.64.34.23,59041,3389
1296064,157.5.166.39,51301,443
1296064,184.64.34.23,57809,80
1296064,184.64.34.23,55929,80
1296064,138.14.74.138,47657,2056
1296065,162.4.182.169,61569,443
1296065,126.7.8.163,49137,3389
1296065,119.43.23.54,55376,3509
1296065,155.4.71.100,43219,1300
1296065,119.43.23.54,45695,3389
1296065,182.3.53.230,53774,3389
1296065,165.20.181.198,41967,3389
1296066,166.14.199.58,63821,3389
1296066,135.18.164.145,63291,80
1296066,114.4.211.193,46457,80
1296066,155.4.212.11,41389,3389
1296067,184.64.34.23,50304,3389
1296067,149.20.90.208,61795,443
1296067,182.3.53.230,52390,80
1296067,184.64.34.23,56916,1285
1296067,132.7.129.7,56328,80
1296067,184.64.34.23,60151,4027
1296068,182.3.53.230,51334,3389
1296068,184.64.34.23,58429,80
1296068,119.15.151.40,64204,3536
1296068,184.64.34.23,55833,3389
1296068,184.64.34.23,62336,80
1296069,184.64.34.23,42627,3389
1296069,184.64.34.23,57587,80
1296069,184.64.34.23,52763,2181
1296069,164.20.218.165,61764,3389
1296069,184.64.34.23,41206,443
1296070,157.11.196.100,58299,443
1296070,184.64.34.23,63239,3389
1296070,184.64.34.23,40811,2893
1296070,121.17.181.198,60235,3389
1296070,127.11.183.139,52971,1486
1296070,184.64.34.23,44029,443
1296070,184.64.34.23,59495,443
1296070,184.64.34.23,57297,443
1296071,161.5.182.36,55547,4251
1296071,184.64.34.23,63256,80
1296071,184.64.34.23,59168,3389
1296072,184.64.34.23,58648,443
1296072,184.64.34.23,44084,80
1296072,184.64.34.23,41128,3389
1296072,184.64.34.23,63248,1071
1296073,118.17.136.223,47929,443
1296073,123.7.19.58,44689,1495
1296073,159.17.240.192,62302,80
1296073,184.64.34.23,44268,3389
1296073,184.64.34.23,50274,3389
1296074,127.20.213.17,53085,3389
1296074,148.14.103.208,45717,4472
1296074,184.64.34.23,53992,443
1296074,184.64.34.23,63351,3389
1296074,130.12.84.185,42019,4253
1296074,184.64.34.23,41434,443
1296075,184.64.34.23,46798,443
1296075,131.17.222.119,50358,3389
1296075,184.64.34.23,58977,80
1296075,184.64.34.23,56129,443
1296075,115.15.1.168,49584,3389
1296075,184.64.34.23,46401,80
1296076,184.64.34.23,45868,443
1296076,157.19.60.82,50283,443
1296076,184.64.34.23,59689,80
1296076,184.64.34.23,59757,3389
1296076,184.64.34.23,44978,443
1296077,184.64.34.23,44427,3389
1296077,184.64.34.23,63774,80
1296077,184.64.34.23,63872,80
1296077,123.19.242.175,63271,3389
1296078,184.64.34.23,47438,3389
1296078,184.64.34.23,46971,80
1296078,184.64.34.23,52144,4214
1296078,184.64.34.23,42684,3389
1296078,184.64.34.23,47923,3389
1296078,184.64.34.23,52087,80
1296078,184.64.34.23,53352,443
1296079,184.64.34.23,49393,3389
1296079,184.64.34.23,54299,3389
1296079,184.64.34.23,50109,443
1296079,184.64.34.23,42067,443
1296079,147.7.56.111,49510,3389
1296079,127.13.99.235,40922,443
1296080,184.64.34.23,46521,1440
1296080,119.43.23.54,64527,80
1296080,110.6.20.53,51843,4147
1296080,119.43.23.54,51216,443
1296080,182.3.53.230,46839,443
1296080,138.19.87.61,45445,3389
1296081,113.9.228.62,63641,3389
1296081,132.14.198.190,49455,3389
1296081,143.12.73.202,58230,5381
1296081,113.14.201.93,48452,1352
1296081,184.64.34.23,64119,3530
1296081,112.12.89.42,44333,3031
1296082,182.3.53.230,54764,5383
1296082,113.14.161.8,49532,3253
1296082,184.64.34.23,59388,4075
1296083,184.64.34.23,49910,3629
1296083,164.6.5.201,56323,1105
1296083,137.8.149.248,54535,3462
1296083,184.64.34.23,62766,4798
1296083,184.64.34.23,57016,3863
1296083,140.20.50.217,59793,2227
1296083,127.18.223.100,55422,3002
1296084,184.64.34.23,51970,1479
1296084,184.64.34.23,48519,2632
1296084,184.64.34.23,62806,2480
1296084,184.64.34.23,59522,2571
1296085,147.12.225.75,56942,4828
1296085,141.15.20.201,53458,4350
1296085,184.64.34.23,47256,3649
1296085,184.64.34.23,51719,1123
1296085,184.64.34.23,62067,3384
1296085,184.64.34.23,49878,5202
1296086,145.14.125.214,51264,1796
1296086,184.64.34.23,56175,4841
1296086,126.18.210.174,61050,2417
1296086,184.64.34.23,63660,4325
1296087,184.64.34.23,42342,2080
1296087,132.17.41.192,51171,3411
1296087,184.64.34.23,52494,4053
1296087,115.6.90.13,59251,3135
1296087,184.64.34.23,42572,1314
1296087,184.64.34.23,44255,3038
1296088,184.64.34.23,47825,4224
1296088,184.64.34.23,57335,2868
1296088,184.64.34.23,56359,2166
1296088,126.9.138.137,64805,5430
1296088,184.64.34.23,58542,1887
1296089,113.5.144.49,40458,2310
1296089,162.18.140.198,57779,3165
1296089,145.5.110.26,51418,1722
1296089,184.64.34.23,47793,3868
1296089,111.11.216.130,52186,3602
1296089,184.64.34.23,56823,4425
1296089,116.18.229.247,55104,2994
1296090,184.64.34.23,55760,1773
1296090,144.19.230.91,60478,1483
1296090,184.64.34.23,62249,2717
1296090,129.6.22.123,42264,2055
1296090,184.64.34.23,64020,1063
1296090,184.64.34.23,62396,1733
1296090,184.64.34.23,64604,2225
1296091,184.64.34.23,45514,4179
1296091,111.9.23.155,49006,1513
1296091,184.64.34.23,55347,3883
1296091,184.64.34.23,45543,4547
1296091,170.16.178.178,55639,3030
1296092,143.13.20.171,57698,1922
1296092,159.16.82.81,52363,1184
1296092,184.64.34.23,42449,3879
1296092,136.14.132.14,53350,3389
1296092,184.64.34.23,49432,443
1296092,184.64.34.23,62208,80
1296093,170.4.73.55,58180,2134
1296093,184.64.34.23,41319,3495
1296093,184.64.34.23,49968,80
1296094,184.64.34.23,57851,80
1296094,135.20.189.112,43173,3389
1296094,184.64.34.23,50846,443
1296094,184.64.34.23,46905,80
1296094,184.64.34.23,52835,3389
1296094,143.4.13.111,59139,4214
1296095,169.18.212.176,52428,80
1296095,116.4.86.187,46571,80
1296095,119.43.23.54,54508,3552
1296095,182.3.53.230,58457,443
1296095,125.17.157.178,48317,80
1296096,167.14.19.80,43527,3204
1296096,155.9.18.161,63193,80
1296096,129.10.113.236,54956,443
1296096,111.6.217.196,62532,443
1296096,184.64.34.23,57710,3389
1296096,184.64.34.23,61459,443
1296096,182.3.53.230,60851,3389
1296097,184.64.34.23,41672,443
1296097,121.17.96.248,51691,3389
1296097,184.64.34.23,45144,80
1296097,182.3.53.230,49050,443
1296098,132.9.44.111,55863,3389
1296098,184.64.34.23,55674,80
1296098,165.8.157.197,43580,80
1296098,184.64.34.23,41360,2338
1296099,184.64.34.23,50946,3389
1296099,184.64.34.23,40155,1803
1296099,110.4.90.142,59805,3492
1296100,129.11.62.167,59979,3389
1296100,184.64.34.23,49041,4264
1296100,184.64.34.23,40513,3389
1296100,184.64.34.23,57741,443
1296101,184.64.34.23,46061,3273
1296101,116.6.167.6,61558,443
1296101,184.64.34.23,63462,443
1296101,184.64.34.23,52543,3389
1296101,184.64.34.23,42808,443
1296102,113.4.188.184,57905,3389
1296102,156.6.243.51,47991,5340
1296102,184.64.34.23,62572,3389
1296102,184.64.34.23,54120,4119
1296103,184.64.34.23,63527,3389
1296103,136.8.77.4,57409,3389
1296103,184.64.34.23,54350,443
1296103,184.64.34.23,40056,80
1296103,164.8.160.15,52833,1150
1296103,184.64.34.23,43188,80
1296104,184.64.34.23,63711,443
1296104,184.64.34.23,43223,443
1296104,184.64.34.23,54041,443
1296104,184.64.34.23,59860,3389
1296105,184.64.34.23,54207,80
1296105,184.64.34.23,58177,3213
1296105,184.64.34.23,48247,1244
1296105,139.4.169.93,50711,443
1296105,184.64.34.23,49061,443
1296105,117.10.216.192,51396,80
1296105,141.7.115.176,56788,80
1296106,184.64.34.23,46478,443
1296106,184.64.34.23,47108,443
1296106,139.17.35.129,41366,3389
1296106,184.64.34.23,53038,80
1296106,123.16.189.234,44817,443
1296106,184.64.34.23,57784,5019
1296106,184.64.34.23,50673,80
1296107,145.11.55.2,64146,443
1296107,167.12.149.32,46951,3389
1296107,184.64.34.23,60207,80
1296107,154.16.243.228,51338,443
1296107,151.12.179.43,43517,443
1296107,184.64.34.23,60586,443
1296108,184.64.34.23,54636,443
1296108,184.64.34.23,55985,443
1296108,184.64.34.23,64620,3389
1296109,113.20.151.212,45518,4271
1296109,184.64.34.23,54612,80
1296109,184.64.34.23,64642,3389
1296109,147.12.25.196,55889,80
1296109,184.64.34.23,41894,80
1296109,184.64.34.23,64516,80
1296110,184.64.34.23,63674,3389
1296110,184.64.34.23,43033,3269
1296110,184.64.34.23,53544,2650
1296110,137.16.128.130,58822,3042
1296111,184.64.34.23,41901,3819
1296111,119.43.23.54,49998,3706
1296111,167.17.33.105,48382,1634
1296111,155.11.161.47,60795,2854
1296112,182.3.53.230,51529,3005
1296112,116.8.1.197,63379,2194
1296112,122.11.71.143,41455,1591
1296113,142.7.71.77,54281,1516
1296113,133.10.127.165,58526,1636
1296113,115.15.87.27,45012,5294
1296113,150.15.127.99,40297,3455
1296113,143.8.89.229,59421,2541
1296114,148.14.186.207,47418,2635
1296114,161.7.185.161,64409,2802
1296114,184.64.34.23,45631,2579
1296114,184.64.34.23,62036,5367
1296114,182.3.53.230,61349,1124
1296114,133.4.16.185,40915,4872
1296115,112.18.146.69,58141,3318
1296115,137.10.218.226,54412,3088
1296115,184.64.34.23,47576,4966
1296115,184.64.34.23,42789,4830
1296116,152.20.31.96,62763,1215
1296116,184.64.34.23,43704,5425
1296116,169.11.165.127,53057,2911
1296116,184.64.34.23,40990,1232
1296116,184.64.34.23,62822,2524
1296116,167.11.126.108,47258,2612
1296116,184.64.34.23,54242,3900
1296116,184.64.34.23,45717,4495
1296117,137.18.13.38,63822,1262
1296117,164.19.97.44,58500,4624
1296117,162.15.248.176,42991,2270
1296117,184.64.34.23,42245,4591
1296117,184.64.34.23,59812,3388
1296118,134.15.2.176,53721,2566
1296118,184.64.34.23,54544,2400
1296118,184.64.34.23,57470,4478
1296118,163.17.65.34,46505,3652
1296119,184.64.34.23,45838,1959
1296119,113.4.136.79,64325,2933
1296119,184.64.34.23,47360,4270
1296119,184.64.34.23,64529,4622
1296119,184.64.34.23,48167,1573
1296119,184.64.34.23,41766,1691
1296120,184.64.34.23,43692,3503
1296120,123.15.179.161,48148,1195
1296120,184.64.34.23,57125,4867
1296121,184.64.34.23,58219,2621
1296121,150.11.186.53,61155,3263
1296121,184.64.34.23,53787,4145
1296121,184.64.34.23,60018,2285
1296121,184.64.34.23,54568,4957
1296121,184.64.34.23,52374,3983
1296121,184.64.34.23,49870,1713
1296122,184.64.34.23,58451,5303
1296122,118.14.93.11,43056,2956
1296122,142.18.8.32,44206,2036
1296122,155.4.101.151,41734,2239
1296122,131.6.61.131,55517,4365
1296122,184.64.34.23,49359,5408
1296123,154.5.38.232,64991,2291
1296123,184.64.34.23,48417,1895
1296123,184.64.34.23,40837,4719
1296123,184.64.34.23,62770,1670
1296123,143.10.130.55,54961,2751
1296124,184.64.34.23,64789,1960
1296124,184.64.34.23,54077,2174
1296124,139.20.125.2,40553,2071
1296124,128.18.78.145,48987,3028
1296124,184.64.34.23,53479,4973
1296125,184.64.34.23,63882,5198
1296125,184.64.34.23,51254,1984
1296125,184.64.34.23,41259,1770
1296125,125.14.78.59,42740,3222
1296125,112.13.46.208,47168,4077
1296126,126.8.120.163,61868,1623
1296126,184.64.34.23,58998,5160
1296126,184.64.34.23,61180,1575
1296127,184.64.34.23,64143,4823
1296127,184.64.34.23,48541,2555
1296127,169.10.42.63,40467,1087
1296127,113.5.195.156,40130,2574
1296127,119.43.23.54,48407,5184
1296128,182.3.53.230,41766,2069
1296128,145.17.159.188,52416,3210
1296128,117.8.15.176,53977,2319
1296128,167.9.224.172,58934,2342
1296128,126.10.241.164,55261,3038
1296129,127.9.195.168,47068,4351
1296129,184.64.34.23,56923,2089
1296129,184.64.34.23,62162,3827
1296129,148.15.182.78,52934,2849
1296130,132.15.149.97,54009,4644
1296130,131.15.88.68,41596,4034
1296130,184.64.34.23,63184,4973
1296130,182.3.53.230,46056,2759
1296130,184.64.34.23,47720,4755
1296131,116.11.43.119,55666,2603
1296131,184.64.34.23,46536,5335
1296131,184.64.34.23,50509,2677
1296131,184.64.34.23,54495,4278
1296131,184.64.34.23,49173,4073
1296132,184.64.34.23,60939,2558
1296132,154.13.113.29,47535,5229
1296132,184.64.34.23,42033,5085
1296132,145.13.129.23,41598,2886
1296132,184.64.34.23,62401,1756
1296132,111.15.125.91,53291,2132
1296132,184.64.34.23,49189,5295
1296133,184.64.34.23,42272,1594
1296133,184.64.34.23,60817,4584
1296133,184.64.34.23,58045,1094
1296133,184.64.34.23,62251,4007
1296134,119.19.221.216,50826,3428
1296134,184.64.34.23,41329,1924
1296134,184.64.34.23,51822,4290
1296134,120.7.95.43,48443,2887
1296135,184.64.34.23,47561,2944
1296135,116.5.70.214,49351,3042
1296135,184.64.34.23,46690,2509
1296135,139.19.164.178,51095,4691
1296135,184.64.34.23,52963,5219
1296135,184.64.34.23,43186,5325
1296136,184.64.34.23,59993,2457
1296136,184.64.34.23,63973,3864
1296136,121.10.236.197,55943,4422
1296136,184.64.34.23,42043,4980
1296136,184.64.34.23,53662,3765
1296137,184.64.34.23,46790,5336
1296137,142.18.4.222,50820,1404
1296137,184.64.34.23,50218,2695
1296137,184.64.34.23,58217,1742
1296138,184.64.34.23,55267,2477
1296138,167.4.243.221,59057,3855
1296138,112.14.147.170,44107,2318
1296138,184.64.34.23,57572,2008
1296139,170.13.1.195,59685,4289
1296139,184.64.34.23,64650,4760
1296139,184.64.34.23,61087,2233
1296140,184.64.34.23,49603,3728
1296140,184.64.34.23,52207,1617
1296140,184.64.34.23,45704,2013
1296140,162.9.144.58,43488,2284
1296140,184.64.34.23,46063,4637
1296140,184.64.34.23,59137,1846
1296140,132.15.141.242,58395,4236
1296140,184.64.34.23,60245,1527
1296141,184.64.34.23,58071,1720
1296141,184.64.34.23,54598,4416
1296141,184.64.34.23,40293,2006
1296141,184.64.34.23,40091,3234
1296142,184.64.34.23,42950,1198
1296142,184.64.34.23,54267,3272
1296142,184.64.34.23,47923,1197
1296143,149.18.86.244,43913,3180
1296143,146.11.112.117,40506,3131
1296143,184.64.34.23,52944,4999
1296143,184.64.34.23,64497,1550
1296143,184.64.34.23,44883,2585
1296143,168.15.53.82,56070,1791
1296144,119.43.23.54,59616,1066
1296144,137.8.147.14,59494,2630
1296144,119.43.23.54,52777,2992
1296144,182.3.53.230,64858,3589
1296145,140.12.181.158,40689,4061
1296145,128.18.64.54,43658,1244
1296145,125.10.4.209,61515,1731
1296145,158.13.228.58,48078,3435
1296145,114.18.162.209,62332,1064
1296145,184.64.34.23,56490,2495
1296145,184.64.34.23,46131,2228
1296146,182.3.53.230,63196,5216
1296146,184.64.34.23,56752,3726
1296146,184.64.34.23,45119,5291
1296146,184.64.34.23,52189,3625
1296146,115.19.221.160,45947,2866
1296146,128.18.46.44,51219,1095
1296147,184.64.34.23,55562,3005
1296147,184.64.34.23,62826,3603
1296147,184.64.34.23,50967,1250
1296147,184.64.34.23,60022,5069
1296147,184.64.34.23,59651,1232
1296147,138.7.221.33,55124,4661
1296147,184.64.34.23,45489,4423
1296148,123.6.104.119,59881,4670
1296148,184.64.34.23,55167,5293
1296148,184.64.34.23,40102,1955
1296148,184.64.34.23,44215,4057
1296148,157.5.79.99,49319,3410
1296148,150.7.100.41,62257,1715
1296148,184.64.34.23,60079,2148
1296149,158.13.4.18,44795,3789
1296149,184.64.34.23,59250,2123
1296149,184.64.34.23,58728,4947
1296149,118.13.121.51,45501,4422
1296149,184.64.34.23,58952,4913
1296149,184.64.34.23,40995,1482
1296150,140.15.206.99,53522,3627
1296150,184.64.34.23,64325,5385
1296150,184.64.34.23,61504,1760
1296150,184.64.34.23,45716,4192
1296150,119.19.44.238,50778,2839
1296151,184.64.34.23,61797,3248
1296151,133.5.109.4,64957,3071
1296151,184.64.34.23,61506,5235
1296151,184.64.34.23,53484,1408
1296152,184.64.34.23,49399,5127
1296152,184.64.34.23,42779,3437
1296152,184.64.34.23,64890,1412
1296153,119.18.214.64,56818,3638
1296153,184.64.34.23,55718,2039
1296153,184.64.34.23,49112,4666
1296153,184.64.34.23,43166,3254
1296153,184.64.34.23,58541,5059
1296153,184.64.34.23,64883,5076
1296153,117.6.57.206,43992,1326
1296154,184.64.34.23,63928,5186
1296154,184.64.34.23,51082,1240
1296154,158.12.165.70,49372,2175
1296155,158.10.5.213,44165,4641
1296155,184.64.34.23,46578,4837
1296155,184.64.34.23,47447,1970
1296155,160.17.198.233,41764,4443
1296155,184.64.34.23,64578,5411
1296155,184.64.34.23,50483,2000
1296155,163.7.77.103,46231,4421
1296155,143.5.144.197,61650,1908
1296155,184.64.34.23,46093,3910
1296156,184.64.34.23,43099,5110
1296156,145.8.121.248,46957,1069
1296156,184.64.34.23,61262,2695
